,Date,AAL,AAPL,AMD,AMZN,GE,KO,MARA,MELI,RCL,TSLA,^GSPC
123,2016-10-18,37.9294548034668,27.630149841308594,6.730000019073486,817.6500244140625,25.763893127441406,36.1735725402832,37.119998931884766,166.96249389648438,64.51759338378906,39.81999969482422,2139.60009765625
124,2016-10-19,39.16324234008789,27.547821044921875,6.769999980926514,817.6900024414062,25.83501625061035,36.24251937866211,37.279998779296875,168.8761749267578,65.2267837524414,40.71200180053711,2144.2900390625
125,2016-10-20,39.12469482421875,27.53371238708496,6.960000038146973,810.3200073242188,25.843910217285156,36.139095306396484,36.0,170.4909210205078,64.91362762451172,39.81999969482422,2141.340087890625
126,2016-10-21,38.459598541259766,27.42551612854004,6.519999980926514,818.989990234375,25.763893127441406,36.31147766113281,37.279998779296875,173.36148071289062,63.891300201416016,40.018001556396484,2141.159912109375
127,2016-10-24,38.392127990722656,27.6724910736084,7.010000228881836,838.0900268554688,25.710556030273438,36.68208694458008,39.68000030517578,172.25514221191406,64.79389953613281,40.551998138427734,2151.330078125
128,2016-10-25,38.25718307495117,27.813613891601562,7.5,835.1799926757812,25.470516204833984,36.664852142333984,37.7599983215332,170.48094177246094,65.05177307128906,40.46799850463867,2143.159912109375
129,2016-10-26,37.900543212890625,27.187952041625977,7.289999961853027,822.5900268554688,25.66610336303711,36.57865905761719,35.52000045776367,170.09222412109375,64.37944793701172,40.448001861572266,2139.429931640625
130,2016-10-27,38.46923828125,26.926868438720703,7.110000133514404,818.3599853515625,25.452735900878906,36.302852630615234,35.040000915527344,168.88616943359375,62.67555618286133,40.801998138427734,2133.0400390625
131,2016-10-28,38.613826751708984,26.74810791015625,7.199999809265137,776.3200073242188,25.97726058959961,36.39765930175781,36.63999938964844,167.61038208007812,68.5885009765625,39.99399948120117,2126.409912109375
132,2016-10-31,39.13432312011719,26.705768585205078,7.230000019073486,789.8200073242188,25.870573043823242,36.544189453125,35.20000076293945,167.46083068847656,70.79896545410156,39.54600143432617,2126.14990234375
133,2016-11-01,38.36320495605469,26.22359275817871,7.090000152587891,785.4099731445312,25.674991607666016,36.302852630615234,34.720001220703125,169.23501586914062,70.20030975341797,38.15800094604492,2111.719970703125
134,2016-11-02,38.276458740234375,26.24711036682129,6.760000228881836,765.5599975585938,25.328271865844727,36.24251937866211,32.47999954223633,166.0654296875,69.10429382324219,37.604000091552734,2097.93994140625
135,2016-11-03,38.05420684814453,25.965776443481445,6.699999809265137,767.030029296875,25.14157485961914,36.225276947021484,31.360000610351562,165.3378143310547,70.08057403564453,37.48400115966797,2088.659912109375
136,2016-11-04,38.40208435058594,25.731719970703125,6.559999942779541,755.0499877929688,25.283824920654297,35.932228088378906,33.7599983215332,166.3445281982422,69.28848266601562,38.11199951171875,2085.179931640625
137,2016-11-07,40.093162536621094,26.1028995513916,6.960000038146973,784.9299926757812,26.05727195739746,36.59589767456055,33.599998474121094,168.70675659179688,70.43977355957031,38.641998291015625,2131.52001953125
138,2016-11-08,40.29609680175781,26.256563186645508,7.0,787.75,26.15506362915039,36.95790100097656,35.040000915527344,174.0990753173828,71.4344711303711,38.987998962402344,2139.56005859375
139,2016-11-09,40.98219299316406,26.214012145996094,6.940000057220459,771.8800048828125,26.34176254272461,36.43214797973633,37.119998931884766,172.27503967285156,72.76996612548828,38.012001037597656,2163.260009765625
140,2016-11-10,40.87589645385742,25.483482360839844,6.300000190734863,742.3800048828125,27.035198211669922,35.285823822021484,37.279998779296875,162.27783203125,74.00411224365234,37.06999969482422,2167.47998046875
141,2016-11-11,41.48468780517578,25.634788513183594,6.690000057220459,739.010009765625,27.301902770996094,35.3633918762207,36.79999923706055,155.45025634765625,75.29353332519531,37.71200180053711,2164.449951171875
142,2016-11-14,41.93886184692383,24.991735458374023,6.789999961853027,719.0700073242188,27.12409782409668,35.48405838012695,39.20000076293945,152.99827575683594,77.42111206054688,36.290000915527344,2164.199951171875
143,2016-11-15,43.25306701660156,25.322717666625977,6.96999979019165,743.239990234375,27.337467193603516,35.716766357421875,37.439998626708984,155.2010498046875,76.41719055175781,36.75400161743164,2180.389892578125
144,2016-11-16,42.95351791381836,26.003602981567383,7.670000076293945,746.489990234375,27.328575134277344,35.56162643432617,39.040000915527344,156.42703247070312,75.90142059326172,36.7859992980957,2176.93994140625
145,2016-11-17,44.28705978393555,25.9941463470459,8.460000038146973,756.4000244140625,27.373023986816406,35.44096755981445,34.720001220703125,156.75596618652344,76.32508850097656,37.731998443603516,2187.1201171875
146,2016-11-18,44.70256805419922,26.0201473236084,8.710000038146973,760.1599731445312,27.266345977783203,35.25996398925781,31.200000762939453,157.1147918701172,76.39877319335938,37.00400161743164,2181.89990234375
147,2016-11-21,44.52863311767578,26.41497230529785,8.9399995803833,780.0,27.44414520263672,35.64781951904297,33.599998474121094,160.10494995117188,76.14088439941406,36.90399932861328,2198.179931640625
148,2016-11-22,44.52863311767578,26.4315185546875,8.6899995803833,785.3300170898438,27.719741821289062,35.65645217895508,31.84000015258789,164.41085815429688,75.98432159423828,38.23400115966797,2202.93994140625
